file,path,ok,returncode,dg_kcal_mol,kd_M,intermolecular_contacts,charged_charged_contacts,charged_polar_contacts,charged_apolar_contacts,polar_polar_contacts,apolar_polar_contacts,apolar_apolar_contacts,stdout,stderr
IgG_FP_0148.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0148.pdb,True,0,-11.4,4.0e-09,75,4.0,10.0,18.0,6.0,21.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0148_model0
[+] No. of intermolecular contacts: 75
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 18.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 21.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 40.64
[+] Percentage of charged NIS residues: 19.32
[++] Predicted binding affinity (kcal.mol-1):    -11.4
[++] Predicted dissociation constant (M) at 25.0˚C:  4.0e-09
",
IgG_FP_0149.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0149.pdb,True,0,-9.6,9.6e-08,75,1.0,5.0,14.0,15.0,24.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0149_model0
[+] No. of intermolecular contacts: 75
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 15.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 41.73
[+] Percentage of charged NIS residues: 18.70
[++] Predicted binding affinity (kcal.mol-1):     -9.6
[++] Predicted dissociation constant (M) at 25.0˚C:  9.6e-08
",
IgG_FP_0150.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0150.pdb,True,0,-9.8,6.4e-08,63,4.0,3.0,7.0,6.0,19.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0150_model0
[+] No. of intermolecular contacts: 63
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 7.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.15
[+] Percentage of charged NIS residues: 19.28
[++] Predicted binding affinity (kcal.mol-1):     -9.8
[++] Predicted dissociation constant (M) at 25.0˚C:  6.4e-08
",
IgG_FP_0151.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0151.pdb,True,0,-12.4,7.8e-10,93,1.0,11.0,13.0,7.0,30.0,31.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0151_model0
[+] No. of intermolecular contacts: 93
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 30.0
[+] No. of apolar-apolar contacts: 31.0
[+] Percentage of apolar NIS residues: 41.48
[+] Percentage of charged NIS residues: 18.84
[++] Predicted binding affinity (kcal.mol-1):    -12.4
[++] Predicted dissociation constant (M) at 25.0˚C:  7.8e-10
",
IgG_FP_0152.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0152.pdb,True,0,-9.4,1.4e-07,69,7.0,8.0,16.0,5.0,11.0,22.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0152_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 7.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 22.0
[+] Percentage of apolar NIS residues: 40.95
[+] Percentage of charged NIS residues: 19.68
[++] Predicted binding affinity (kcal.mol-1):     -9.4
[++] Predicted dissociation constant (M) at 25.0˚C:  1.4e-07
",
IgG_FP_0153.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0153.pdb,True,0,-11.3,5.5e-09,72,0.0,7.0,21.0,2.0,18.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0153_model0
[+] No. of intermolecular contacts: 72
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 21.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.62
[+] Percentage of charged NIS residues: 19.53
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.5e-09
",
IgG_FP_0154.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0154.pdb,True,0,-13.7,9.6e-11,81,3.0,10.0,11.0,7.0,36.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0154_model0
[+] No. of intermolecular contacts: 81
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 36.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 41.82
[+] Percentage of charged NIS residues: 19.19
[++] Predicted binding affinity (kcal.mol-1):    -13.7
[++] Predicted dissociation constant (M) at 25.0˚C:  9.6e-11
",
IgG_FP_0155.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0155.pdb,True,0,-9.1,2.0e-07,56,3.0,3.0,11.0,3.0,12.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0155_model0
[+] No. of intermolecular contacts: 56
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 12.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.52
[+] Percentage of charged NIS residues: 18.71
[++] Predicted binding affinity (kcal.mol-1):     -9.1
[++] Predicted dissociation constant (M) at 25.0˚C:  2.0e-07
",
IgG_FP_0156.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0156.pdb,True,0,-9.2,1.7e-07,62,2.0,9.0,16.0,2.0,10.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0156_model0
[+] No. of intermolecular contacts: 62
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 41.30
[+] Percentage of charged NIS residues: 19.17
[++] Predicted binding affinity (kcal.mol-1):     -9.2
[++] Predicted dissociation constant (M) at 25.0˚C:  1.7e-07
",
IgG_FP_0157.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0157.pdb,True,0,-9.7,7.2e-08,61,1.0,9.0,4.0,7.0,22.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0157_model0
[+] No. of intermolecular contacts: 61
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 4.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 22.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 41.75
[+] Percentage of charged NIS residues: 18.25
[++] Predicted binding affinity (kcal.mol-1):     -9.7
[++] Predicted dissociation constant (M) at 25.0˚C:  7.2e-08
",
IgG_FP_0158.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0158.pdb,True,0,-10.5,2.2e-08,65,2.0,14.0,12.0,2.0,17.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0158_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 40.91
[+] Percentage of charged NIS residues: 19.57
[++] Predicted binding affinity (kcal.mol-1):    -10.5
[++] Predicted dissociation constant (M) at 25.0˚C:  2.2e-08
",
IgG_FP_0159.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0159.pdb,True,0,-13.1,2.4e-10,86,3.0,13.0,17.0,4.0,28.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0159_model0
[+] No. of intermolecular contacts: 86
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 13.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 28.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 41.07
[+] Percentage of charged NIS residues: 19.64
[++] Predicted binding affinity (kcal.mol-1):    -13.1
[++] Predicted dissociation constant (M) at 25.0˚C:  2.4e-10
",
IgG_FP_0160.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0160.pdb,True,0,-8.6,5.0e-07,62,2.0,16.0,11.0,4.0,11.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0160_model0
[+] No. of intermolecular contacts: 62
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 16.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 41.42
[+] Percentage of charged NIS residues: 18.93
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  5.0e-07
",
IgG_FP_0161.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0161.pdb,True,0,-11.7,2.7e-09,91,2.0,9.0,17.0,11.0,28.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0161_model0
[+] No. of intermolecular contacts: 91
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 11.0
[+] No. of apolar-polar contacts: 28.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.43
[+] Percentage of charged NIS residues: 18.88
[++] Predicted binding affinity (kcal.mol-1):    -11.7
[++] Predicted dissociation constant (M) at 25.0˚C:  2.7e-09
",
IgG_FP_0162.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0162.pdb,True,0,-10.7,1.4e-08,92,3.0,9.0,20.0,6.0,18.0,36.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0162_model0
[+] No. of intermolecular contacts: 92
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 20.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 36.0
[+] Percentage of apolar NIS residues: 42.21
[+] Percentage of charged NIS residues: 18.54
[++] Predicted binding affinity (kcal.mol-1):    -10.7
[++] Predicted dissociation constant (M) at 25.0˚C:  1.4e-08
",
IgG_FP_0163.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0163.pdb,True,0,-8.7,4.0e-07,58,4.0,17.0,8.0,6.0,14.0,9.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0163_model0
[+] No. of intermolecular contacts: 58
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 17.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 9.0
[+] Percentage of apolar NIS residues: 41.52
[+] Percentage of charged NIS residues: 19.16
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.0e-07
",
IgG_FP_0164.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0164.pdb,True,0,-9.6,8.9e-08,69,3.0,7.0,11.0,9.0,20.0,19.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0164_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 20.0
[+] No. of apolar-apolar contacts: 19.0
[+] Percentage of apolar NIS residues: 42.04
[+] Percentage of charged NIS residues: 19.06
[++] Predicted binding affinity (kcal.mol-1):     -9.6
[++] Predicted dissociation constant (M) at 25.0˚C:  8.9e-08
",
IgG_FP_0165.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0165.pdb,True,0,-11.2,5.7e-09,86,7.0,9.0,22.0,6.0,18.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0165_model0
[+] No. of intermolecular contacts: 86
[+] No. of charged-charged contacts: 7.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 22.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.57
[+] Percentage of charged NIS residues: 19.61
[++] Predicted binding affinity (kcal.mol-1):    -11.2
[++] Predicted dissociation constant (M) at 25.0˚C:  5.7e-09
",
IgG_FP_0166.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0166.pdb,True,0,-10.7,1.5e-08,92,3.0,10.0,12.0,15.0,29.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0166_model0
[+] No. of intermolecular contacts: 92
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 15.0
[+] No. of apolar-polar contacts: 29.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 41.30
[+] Percentage of charged NIS residues: 19.37
[++] Predicted binding affinity (kcal.mol-1):    -10.7
[++] Predicted dissociation constant (M) at 25.0˚C:  1.5e-08
",
IgG_FP_0167.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0167.pdb,True,0,-11.4,4.0e-09,69,5.0,9.0,15.0,5.0,22.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0167_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 15.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 22.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 42.11
[+] Percentage of charged NIS residues: 18.91
[++] Predicted binding affinity (kcal.mol-1):    -11.4
[++] Predicted dissociation constant (M) at 25.0˚C:  4.0e-09
",
IgG_FP_0168.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0168.pdb,True,0,-10.8,1.2e-08,55,5.0,10.0,12.0,3.0,18.0,7.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0168_model0
[+] No. of intermolecular contacts: 55
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 7.0
[+] Percentage of apolar NIS residues: 41.02
[+] Percentage of charged NIS residues: 19.34
[++] Predicted binding affinity (kcal.mol-1):    -10.8
[++] Predicted dissociation constant (M) at 25.0˚C:  1.2e-08
",
IgG_FP_0169.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0169.pdb,True,0,-10.9,9.6e-09,78,0.0,9.0,20.0,1.0,15.0,33.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0169_model0
[+] No. of intermolecular contacts: 78
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 20.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 33.0
[+] Percentage of apolar NIS residues: 40.76
[+] Percentage of charged NIS residues: 18.88
[++] Predicted binding affinity (kcal.mol-1):    -10.9
[++] Predicted dissociation constant (M) at 25.0˚C:  9.6e-09
",
IgG_FP_0170.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0170.pdb,True,0,-10.1,3.6e-08,92,6.0,15.0,22.0,10.0,16.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0170_model0
[+] No. of intermolecular contacts: 92
[+] No. of charged-charged contacts: 6.0
[+] No. of charged-polar contacts: 15.0
[+] No. of charged-apolar contacts: 22.0
[+] No. of polar-polar contacts: 10.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 40.64
[+] Percentage of charged NIS residues: 19.12
[++] Predicted binding affinity (kcal.mol-1):    -10.1
[++] Predicted dissociation constant (M) at 25.0˚C:  3.6e-08
",
IgG_FP_0171.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0171.pdb,True,0,-13.0,2.8e-10,78,1.0,13.0,11.0,2.0,29.0,22.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0171_model0
[+] No. of intermolecular contacts: 78
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 13.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 29.0
[+] No. of apolar-apolar contacts: 22.0
[+] Percentage of apolar NIS residues: 40.96
[+] Percentage of charged NIS residues: 19.23
[++] Predicted binding affinity (kcal.mol-1):    -13.0
[++] Predicted dissociation constant (M) at 25.0˚C:  2.8e-10
",
IgG_FP_0172.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0172.pdb,True,0,-10.9,1.1e-08,85,3.0,9.0,15.0,10.0,25.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0172_model0
[+] No. of intermolecular contacts: 85
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 15.0
[+] No. of polar-polar contacts: 10.0
[+] No. of apolar-polar contacts: 25.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 42.55
[+] Percentage of charged NIS residues: 19.02
[++] Predicted binding affinity (kcal.mol-1):    -10.9
[++] Predicted dissociation constant (M) at 25.0˚C:  1.1e-08
",
IgG_FP_0173.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0173.pdb,True,0,-9.7,8.2e-08,58,0.0,5.0,3.0,12.0,27.0,11.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0173_model0
[+] No. of intermolecular contacts: 58
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 3.0
[+] No. of polar-polar contacts: 12.0
[+] No. of apolar-polar contacts: 27.0
[+] No. of apolar-apolar contacts: 11.0
[+] Percentage of apolar NIS residues: 41.63
[+] Percentage of charged NIS residues: 18.68
[++] Predicted binding affinity (kcal.mol-1):     -9.7
[++] Predicted dissociation constant (M) at 25.0˚C:  8.2e-08
",
IgG_FP_0174.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0174.pdb,True,0,-10.9,9.8e-09,74,1.0,11.0,16.0,9.0,24.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0174_model0
[+] No. of intermolecular contacts: 74
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 41.76
[+] Percentage of charged NIS residues: 18.82
[++] Predicted binding affinity (kcal.mol-1):    -10.9
[++] Predicted dissociation constant (M) at 25.0˚C:  9.8e-09
",
IgG_FP_0175.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0175.pdb,True,0,-9.6,8.5e-08,69,3.0,5.0,14.0,4.0,14.0,29.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0175_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 29.0
[+] Percentage of apolar NIS residues: 41.43
[+] Percentage of charged NIS residues: 19.12
[++] Predicted binding affinity (kcal.mol-1):     -9.6
[++] Predicted dissociation constant (M) at 25.0˚C:  8.5e-08
",
IgG_FP_0176.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0176.pdb,True,0,-10.8,1.2e-08,73,3.0,10.0,17.0,2.0,16.0,25.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0176_model0
[+] No. of intermolecular contacts: 73
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 25.0
[+] Percentage of apolar NIS residues: 41.81
[+] Percentage of charged NIS residues: 18.34
[++] Predicted binding affinity (kcal.mol-1):    -10.8
[++] Predicted dissociation constant (M) at 25.0˚C:  1.2e-08
",
IgG_FP_0177.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0177.pdb,True,0,-12.2,1.2e-09,109,3.0,18.0,14.0,15.0,35.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0177_model0
[+] No. of intermolecular contacts: 109
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 18.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 15.0
[+] No. of apolar-polar contacts: 35.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.94
[+] Percentage of charged NIS residues: 18.95
[++] Predicted binding affinity (kcal.mol-1):    -12.2
[++] Predicted dissociation constant (M) at 25.0˚C:  1.2e-09
",
IgG_FP_0178.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0178.pdb,True,0,-10.3,2.8e-08,68,5.0,11.0,19.0,4.0,14.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0178_model0
[+] No. of intermolecular contacts: 68
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 41.72
[+] Percentage of charged NIS residues: 18.91
[++] Predicted binding affinity (kcal.mol-1):    -10.3
[++] Predicted dissociation constant (M) at 25.0˚C:  2.8e-08
",
IgG_FP_0179.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0179.pdb,True,0,-11.3,5.4e-09,86,2.0,14.0,14.0,7.0,24.0,25.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0179_model0
[+] No. of intermolecular contacts: 86
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 25.0
[+] Percentage of apolar NIS residues: 41.40
[+] Percentage of charged NIS residues: 18.80
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.4e-09
",
IgG_FP_0180.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0180.pdb,True,0,-11.3,5.2e-09,64,2.0,9.0,17.0,3.0,20.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0180_model0
[+] No. of intermolecular contacts: 64
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 17.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 20.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 42.32
[+] Percentage of charged NIS residues: 18.70
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.2e-09
",
